Date,Region,Product,Units_Sold,Unit_Price,Total_Sales
2022-05-12,West,Product E,20,476.02,9520.4
2022-05-12,North,Product C,71,445.41,31624.11
2022-05-12,East,Product B,47,452.05,21246.35
2022-05-13,South,Product C,30,397.41,11922.3
2022-05-13,West,Product D,11,371.86,4090.46
2022-05-13,South,Product A,18,52.6,946.8
2022-05-14,East,Product D,97,484.78,47023.66
2022-05-14,South,Product D,40,131.44,5257.6
2022-05-14,East,Product C,95,110.51,10498.45
2022-05-14,North,Product E,93,419.3,38994.9
2022-05-14,South,Product A,68,218.97,14889.96
2022-05-14,West,Product C,10,59.96,599.6
2022-05-15,Central,Product A,65,68.44,4448.6
2022-05-15,East,Product B,45,160.39,7217.55
2022-05-15,North,Product B,69,467.27,32241.63
2022-05-16,East,Product D,74,99.33,7350.42
2022-05-16,North,Product D,78,489.76,38201.28
2022-05-17,East,Product C,95,146.28,13896.6
2022-05-17,Central,Product A,24,384.94,9238.56
2022-05-17,East,Product E,35,475.33,16636.55
2022-05-17,South,Product A,38,251.43,9554.34
2022-05-17,South,Product E,44,381.07,16767.08
2022-05-17,North,Product B,59,104.73,6179.07
2022-05-17,South,Product B,70,355.45,24881.5
2022-05-17,North,Product C,22,387.57,8526.54
2022-05-17,Central,Product A,81,65.74,5324.94
2022-05-18,West,Product B,97,166.17,16118.49
2022-05-18,West,Product C,96,348.7,33475.2
2022-05-18,Central,Product D,60,411.75,24705.0
2022-05-18,North,Product C,83,453.84,37668.72
2022-05-18,East,Product C,80,479.31,38344.8
2022-05-19,East,Product B,39,467.56,18234.84
2022-05-19,North,Product D,11,450.19,4952.09
2022-05-19,North,Product C,70,189.39,13257.3
2022-05-19,North,Product D,52,95.1,4945.2
2022-05-19,East,Product A,86,332.94,28632.84
2022-05-19,West,Product A,59,70.96,4186.64
2022-05-20,Central,Product E,8,114.03,912.24
2022-05-20,North,Product D,63,449.03,28288.89
2022-05-20,North,Product A,10,142.16,1421.6
2022-05-20,North,Product D,60,183.21,10992.6
2022-05-20,North,Product D,42,283.52,11907.84
2022-05-21,North,Product D,30,227.58,6827.4
2022-05-21,North,Product A,96,266.65,25598.4
2022-05-21,North,Product A,44,228.6,10058.4
2022-05-21,North,Product E,49,451.15,22106.35
2022-05-21,South,Product D,49,175.06,8577.94
2022-05-21,West,Product E,42,246.78,10364.76
2022-05-21,Central,Product C,93,329.37,30631.41
2022-05-22,South,Product C,12,366.99,4403.88
2022-05-22,East,Product B,78,458.62,35772.36
2022-05-22,East,Product C,10,118.9,1189.0
2022-05-23,Central,Product C,48,472.6,22684.8
2022-05-23,Central,Product A,21,143.61,3015.81
2022-05-23,North,Product C,49,146.79,7192.71
2022-05-23,South,Product D,45,53.25,2396.25
2022-05-23,North,Product B,89,68.97,6138.33
2022-05-23,East,Product E,27,238.44,6437.88
2022-05-23,North,Product B,97,217.99,21145.03
2022-05-24,South,Product E,1,191.55,191.55
2022-05-24,South,Product E,36,325.9,11732.4
2022-05-24,West,Product D,7,73.77,516.39
2022-05-24,Central,Product B,80,127.27,10181.6
2022-05-24,North,Product E,3,348.31,1044.93
2022-05-24,Central,Product D,82,483.72,39665.04
2022-05-25,North,Product D,98,241.25,23642.5
2022-05-25,West,Product C,64,282.45,18076.8
2022-05-25,South,Product E,88,121.97,10733.36
2022-05-26,West,Product B,48,131.55,6314.4
2022-05-26,East,Product A,6,280.95,1685.7
2022-05-26,North,Product A,13,297.69,3869.97
2022-05-26,North,Product E,2,456.53,913.06
2022-05-26,East,Product E,17,202.41,3440.97
2022-05-27,South,Product D,56,112.79,6316.24
2022-05-27,South,Product D,15,409.2,6138.0
2022-05-27,Central,Product E,47,110.54,5195.38
2022-05-27,West,Product A,29,107.12,3106.48
2022-05-27,Central,Product E,25,442.61,11065.25
2022-05-28,North,Product A,70,158.15,11070.5
2022-05-28,East,Product A,90,134.76,12128.4
2022-05-28,North,Product C,76,474.64,36072.64
2022-05-28,North,Product D,86,100.09,8607.74
2022-05-28,East,Product D,11,319.59,3515.49
2022-05-28,East,Product D,28,63.05,1765.4
2022-05-29,West,Product B,17,360.43,6127.31
2022-05-29,North,Product C,51,214.36,10932.36
2022-05-29,South,Product C,58,338.75,19647.5
2022-05-29,East,Product B,27,430.95,11635.65
2022-05-29,North,Product C,20,226.17,4523.4
2022-05-29,North,Product E,3,51.4,154.2
2022-05-29,East,Product E,18,199.77,3595.86
2022-05-30,North,Product C,82,375.24,30769.68
2022-05-30,East,Product D,26,315.89,8213.14
2022-05-31,South,Product C,4,399.63,1598.52
2022-05-31,East,Product C,32,78.59,2514.88
2022-05-31,South,Product E,56,446.11,24982.16
2022-05-31,Central,Product D,25,324.36,8109.0
2022-06-01,Central,Product B,88,461.72,40631.36
2022-06-01,West,Product A,42,297.11,12478.62
2022-06-01,South,Product A,60,96.42,5785.2
2022-06-01,East,Product C,30,69.76,2092.8
2022-06-02,East,Product A,99,411.03,40691.97
2022-06-02,West,Product B,76,483.25,36727.0
2022-06-02,East,Product A,14,475.18,6652.52
2022-06-02,Central,Product E,4,76.29,305.16
2022-06-03,West,Product B,71,397.1,28194.1
2022-06-03,West,Product C,59,345.5,20384.5
2022-06-03,West,Product E,56,256.07,14339.92
2022-06-03,North,Product B,4,290.28,1161.12
2022-06-03,South,Product A,39,433.83,16919.37
2022-06-03,East,Product D,44,120.54,5303.76
2022-06-03,West,Product C,2,265.04,530.08
2022-06-03,North,Product E,84,314.94,26454.96
2022-06-03,South,Product A,28,489.97,13719.16
2022-06-04,West,Product E,71,401.79,28527.09
2022-06-04,West,Product D,77,343.97,26485.69
2022-06-04,Central,Product C,42,136.66,5739.72
2022-06-04,East,Product B,68,236.63,16090.84
2022-06-05,North,Product E,7,243.69,1705.83
2022-06-05,Central,Product B,4,137.27,549.08
2022-06-05,West,Product D,10,195.44,1954.4
2022-06-05,South,Product E,56,345.74,19361.44
2022-06-05,West,Product D,21,81.27,1706.67
2022-06-05,Central,Product D,57,55.29,3151.53
2022-06-06,South,Product D,97,139.72,13552.84
2022-06-06,East,Product E,29,283.75,8228.75
2022-06-06,South,Product C,58,164.94,9566.52
2022-06-06,North,Product D,44,144.45,6355.8
2022-06-07,Central,Product E,17,354.79,6031.43
2022-06-08,Central,Product B,85,118.47,10069.95
2022-06-08,North,Product E,71,202.79,14398.09
2022-06-08,East,Product C,58,55.34,3209.72
2022-06-08,Central,Product C,57,474.71,27058.47
2022-06-08,Central,Product A,33,258.7,8537.1
2022-06-09,East,Product E,75,80.76,6057.0
2022-06-09,South,Product A,5,284.37,1421.85
2022-06-09,West,Product B,28,421.39,11798.92
2022-06-09,East,Product D,64,74.85,4790.4
2022-06-09,South,Product A,70,197.67,13836.9
2022-06-09,Central,Product B,60,138.01,8280.6
2022-06-10,West,Product C,14,226.83,3175.62
2022-06-10,West,Product D,88,50.42,4436.96
2022-06-10,North,Product B,62,73.52,4558.24
2022-06-10,South,Product E,56,178.38,9989.28
2022-06-10,Central,Product E,4,373.34,1493.36
2022-06-11,South,Product D,81,193.84,15701.04
2022-06-11,East,Product E,26,333.85,8680.1
2022-06-11,West,Product B,74,53.7,3973.8
2022-06-11,West,Product A,93,67.87,6311.91
2022-06-11,West,Product A,63,112.63,7095.69
2022-06-11,East,Product E,39,205.03,7996.17
2022-06-11,South,Product D,73,370.58,27052.34
2022-06-11,West,Product C,32,420.36,13451.52
2022-06-12,West,Product C,59,440.94,26015.46
2022-06-12,South,Product B,4,144.24,576.96
2022-06-12,West,Product A,9,431.16,3880.44
2022-06-12,North,Product D,46,198.11,9113.06
2022-06-13,Central,Product E,81,372.85,30200.85
2022-06-13,North,Product A,46,337.02,15502.92
2022-06-13,Central,Product C,46,208.85,9607.1
2022-06-13,South,Product C,86,97.51,8385.86
2022-06-13,East,Product D,34,107.32,3648.88
2022-06-14,East,Product E,99,486.76,48189.24
2022-06-14,South,Product C,62,147.87,9167.94
2022-06-14,West,Product D,52,55.67,2894.84
2022-06-14,East,Product E,20,183.56,3671.2
2022-06-14,Central,Product A,15,271.45,4071.75
2022-06-14,West,Product B,17,460.66,7831.22
2022-06-15,East,Product A,53,341.69,18109.57
2022-06-15,Central,Product E,30,467.59,14027.7
2022-06-15,Central,Product D,67,330.63,22152.21
2022-06-15,South,Product A,23,462.84,10645.32
2022-06-15,South,Product B,37,392.81,14533.97
2022-06-15,North,Product A,16,169.31,2708.96
2022-06-15,North,Product D,38,102.86,3908.68
2022-06-16,Central,Product D,91,65.03,5917.73
2022-06-16,North,Product B,82,306.81,25158.42
2022-06-16,North,Product B,51,406.49,20730.99
2022-06-17,South,Product A,46,55.24,2541.04
2022-06-18,Central,Product B,52,423.92,22043.84
2022-06-19,North,Product D,67,144.18,9660.06
2022-06-19,East,Product A,63,366.18,23069.34
2022-06-19,East,Product D,73,63.85,4661.05
2022-06-19,West,Product D,75,482.74,36205.5
2022-06-19,East,Product C,27,219.9,5937.3
2022-06-19,East,Product C,30,309.68,9290.4
2022-06-20,Central,Product C,33,203.39,6711.87
2022-06-20,West,Product C,50,180.01,9000.5
2022-06-20,South,Product E,11,195.37,2149.07
2022-06-20,South,Product E,65,153.69,9989.85
2022-06-20,South,Product C,92,136.34,12543.28
2022-06-20,East,Product D,22,224.79,4945.38
2022-06-20,North,Product D,1,239.13,239.13
2022-06-21,East,Product A,15,164.85,2472.75
2022-06-21,East,Product D,79,310.79,24552.41
2022-06-21,Central,Product A,46,276.45,12716.7
2022-06-21,East,Product E,35,143.55,5024.25
2022-06-22,West,Product E,73,139.88,10211.24
2022-06-22,Central,Product A,11,257.17,2828.87
2022-06-22,South,Product D,36,143.08,5150.88
2022-06-22,East,Product E,4,89.12,356.48
2022-06-22,South,Product C,56,116.08,6500.48
2022-06-22,North,Product C,81,332.35,26920.35
2022-06-22,South,Product B,12,164.14,1969.68
2022-06-23,North,Product B,38,276.45,10505.1
2022-06-23,North,Product D,64,170.0,10880.0
2022-06-24,North,Product D,47,389.97,18328.59
2022-06-24,North,Product B,99,89.86,8896.14
2022-06-24,West,Product E,77,390.47,30066.19
2022-06-24,North,Product A,37,289.0,10693.0
2022-06-24,South,Product E,72,62.99,4535.28
2022-06-24,West,Product D,65,268.88,17477.2
2022-06-25,South,Product D,30,369.67,11090.1
2022-06-26,North,Product B,27,110.77,2990.79
2022-06-26,South,Product A,50,305.22,15261.0
2022-06-26,South,Product D,71,217.61,15450.31
2022-06-26,Central,Product C,71,434.13,30823.23
2022-06-26,South,Product B,32,270.77,8664.64
2022-06-26,Central,Product A,15,384.59,5768.85
2022-06-28,East,Product D,63,111.28,7010.64
2022-06-28,North,Product B,93,434.3,40389.9
2022-06-28,East,Product D,97,336.83,32672.51
2022-06-28,West,Product A,33,437.94,14452.02
2022-06-28,South,Product C,48,439.81,21110.88
2022-06-28,East,Product D,70,424.88,29741.6
2022-06-30,Central,Product B,81,164.79,13347.99
2022-06-30,North,Product C,37,482.11,17838.07
2022-06-30,East,Product C,13,136.64,1776.32
2022-07-01,South,Product C,78,238.04,18567.12
2022-07-01,West,Product E,69,401.23,27684.87
2022-07-02,North,Product E,98,173.23,16976.54
2022-07-02,Central,Product A,12,303.22,3638.64
2022-07-02,Central,Product C,12,427.4,5128.8
2022-07-02,East,Product A,19,63.29,1202.51
2022-07-02,West,Product D,50,51.86,2593.0
2022-07-02,South,Product D,66,152.76,10082.16
2022-07-02,West,Product B,15,255.16,3827.4
2022-07-02,Central,Product C,15,179.31,2689.65
2022-07-02,West,Product D,80,291.48,23318.4
2022-07-03,South,Product C,43,385.31,16568.33
2022-07-03,Central,Product D,69,242.0,16698.0
2022-07-03,Central,Product C,29,345.27,10012.83
2022-07-03,West,Product E,41,356.53,14617.73
2022-07-03,East,Product C,13,94.64,1230.32
2022-07-04,West,Product D,75,319.63,23972.25
2022-07-04,South,Product B,95,371.69,35310.55
2022-07-04,Central,Product C,98,403.61,39553.78
2022-07-05,East,Product C,58,60.16,3489.28
2022-07-06,Central,Product E,69,399.26,27548.94
2022-07-06,North,Product A,52,372.27,19358.04
2022-07-06,South,Product A,87,119.29,10378.23
2022-07-06,South,Product C,26,229.68,5971.68
2022-07-06,South,Product D,29,180.49,5234.21
2022-07-06,Central,Product E,61,478.54,29190.94
2022-07-06,East,Product B,9,336.85,3031.65
2022-07-06,East,Product A,87,173.71,15112.77
2022-07-07,South,Product C,73,393.33,28713.09
2022-07-07,Central,Product A,3,161.91,485.73
2022-07-07,North,Product E,87,153.54,13357.98
2022-07-07,Central,Product A,21,496.67,10430.07
2022-07-07,East,Product D,97,250.75,24322.75
2022-07-07,North,Product D,55,348.56,19170.8
2022-07-07,East,Product E,63,64.43,4059.09
2022-07-07,Central,Product E,93,68.35,6356.55
2022-07-07,East,Product A,54,287.63,15532.02
2022-07-08,Central,Product E,52,125.2,6510.4
2022-07-08,South,Product E,77,345.02,26566.54
2022-07-08,East,Product E,18,303.84,5469.12
2022-07-09,Central,Product D,20,116.95,2339.0
2022-07-09,East,Product B,68,423.76,28815.68
2022-07-09,West,Product A,37,314.55,11638.35
2022-07-09,South,Product C,58,226.75,13151.5
2022-07-09,Central,Product B,1,347.33,347.33
2022-07-09,North,Product D,21,369.13,7751.73
2022-07-09,East,Product B,73,78.82,5753.86
2022-07-10,West,Product A,56,127.94,7164.64
2022-07-10,Central,Product E,52,139.94,7276.88
2022-07-10,Central,Product D,40,120.95,4838.0
2022-07-10,Central,Product E,82,328.59,26944.38
2022-07-10,Central,Product E,6,252.38,1514.28
2022-07-10,South,Product D,94,184.58,17350.52
2022-07-11,East,Product D,95,90.45,8592.75
2022-07-11,West,Product B,29,436.54,12659.66
2022-07-11,North,Product D,12,176.87,2122.44
2022-07-11,North,Product B,41,109.1,4473.1
2022-07-11,East,Product A,64,355.31,22739.84
2022-07-11,North,Product E,70,405.19,28363.3
2022-07-11,Central,Product C,53,163.73,8677.69
2022-07-11,East,Product B,27,60.56,1635.12
2022-07-11,Central,Product D,73,138.3,10095.9
2022-07-12,North,Product B,78,79.34,6188.52
2022-07-12,East,Product E,80,421.82,33745.6
2022-07-12,West,Product A,15,427.81,6417.15
2022-07-12,North,Product C,45,270.3,12163.5
2022-07-13,North,Product D,44,51.96,2286.24
2022-07-13,South,Product B,93,293.76,27319.68
2022-07-13,Central,Product D,25,429.99,10749.75
2022-07-13,West,Product B,6,148.95,893.7
2022-07-13,South,Product D,8,242.93,1943.44
2022-07-13,East,Product C,98,408.87,40069.26
2022-07-13,South,Product A,33,417.87,13789.71
2022-07-13,East,Product D,35,322.8,11298.0
2022-07-14,West,Product A,23,104.73,2408.79
2022-07-14,South,Product C,89,332.43,29586.27
2022-07-14,South,Product A,9,225.12,2026.08
2022-07-14,South,Product B,94,369.2,34704.8
2022-07-14,Central,Product A,88,406.95,35811.6
2022-07-14,South,Product D,80,355.78,28462.4
2022-07-14,East,Product D,13,139.71,1816.23
2022-07-15,West,Product C,92,173.56,15967.52
2022-07-15,South,Product E,92,201.99,18583.08
2022-07-15,South,Product C,79,123.98,9794.42
2022-07-15,East,Product A,92,479.42,44106.64
2022-07-16,East,Product D,77,223.58,17215.66
2022-07-16,North,Product E,47,162.67,7645.49
2022-07-16,North,Product E,98,303.44,29737.12
2022-07-17,West,Product C,73,255.08,18620.84
2022-07-17,North,Product B,99,261.19,25857.81
2022-07-17,East,Product D,80,176.21,14096.8
2022-07-17,South,Product C,7,357.66,2503.62
2022-07-17,Central,Product E,20,493.34,9866.8
2022-07-17,West,Product B,86,324.37,27895.82
2022-07-18,East,Product A,94,125.43,11790.42
2022-07-18,Central,Product D,82,348.67,28590.94
2022-07-18,South,Product E,95,266.61,25327.95
2022-07-18,West,Product B,26,471.89,12269.14
2022-07-19,Central,Product C,27,85.34,2304.18
2022-07-20,West,Product C,68,124.09,8438.12
2022-07-20,Central,Product E,37,355.73,13162.01
2022-07-20,South,Product C,25,124.42,3110.5
2022-07-20,North,Product E,71,466.49,33120.79
2022-07-20,East,Product A,42,173.3,7278.6
2022-07-20,West,Product D,7,236.79,1657.53
2022-07-20,North,Product C,51,367.28,18731.28
2022-07-20,North,Product E,96,318.59,30584.64
2022-07-21,West,Product B,40,496.76,19870.4
2022-07-21,South,Product A,22,427.73,9410.06
2022-07-21,West,Product B,62,439.57,27253.34
2022-07-21,Central,Product D,59,324.28,19132.52
2022-07-21,North,Product E,31,286.36,8877.16
2022-07-22,South,Product E,91,384.04,34947.64
2022-07-22,North,Product B,26,153.93,4002.18
2022-07-22,Central,Product B,54,360.1,19445.4
2022-07-22,East,Product C,88,74.25,6534.0
2022-07-22,North,Product C,88,431.22,37947.36
2022-07-23,South,Product D,49,106.75,5230.75
2022-07-24,West,Product A,84,54.93,4614.12
2022-07-24,North,Product C,20,374.37,7487.4
2022-07-24,West,Product A,75,251.67,18875.25
2022-07-25,East,Product B,14,258.72,3622.08
2022-07-25,South,Product C,4,172.81,691.24
2022-07-25,West,Product B,10,374.68,3746.8
2022-07-25,West,Product E,63,93.09,5864.67
2022-07-25,Central,Product D,95,137.58,13070.1
2022-07-25,South,Product C,97,464.78,45083.66
2022-07-25,North,Product A,36,240.66,8663.76
2022-07-26,Central,Product D,53,484.54,25680.62
2022-07-26,West,Product D,65,452.54,29415.1
2022-07-26,West,Product D,28,193.84,5427.52
2022-07-27,North,Product B,80,76.23,6098.4
2022-07-27,South,Product C,30,290.4,8712.0
2022-07-27,West,Product B,73,196.14,14318.22
2022-07-27,North,Product D,25,70.14,1753.5
2022-07-27,West,Product E,30,310.99,9329.7
2022-07-28,South,Product B,35,481.93,16867.55
2022-07-28,South,Product D,17,211.65,3598.05
2022-07-28,West,Product A,17,252.67,4295.39
2022-07-28,West,Product E,26,179.25,4660.5
2022-07-29,South,Product E,60,294.69,17681.4
2022-07-29,Central,Product E,21,229.08,4810.68
2022-07-29,North,Product D,27,430.53,11624.31
2022-07-29,North,Product D,60,122.77,7366.2
2022-07-29,West,Product D,2,132.19,264.38
2022-07-29,Central,Product D,87,169.87,14778.69
2022-07-30,East,Product C,24,281.74,6761.76
2022-07-30,East,Product C,16,344.26,5508.16
2022-07-30,Central,Product A,57,95.51,5444.07
2022-07-30,East,Product E,69,69.6,4802.4
2022-07-30,North,Product C,97,404.3,39217.1
2022-07-31,Central,Product E,93,474.25,44105.25
2022-07-31,South,Product C,30,359.65,10789.5
2022-07-31,North,Product A,59,422.37,24919.83
2022-07-31,West,Product E,62,478.86,29689.32
2022-08-01,Central,Product B,69,255.93,17659.17
2022-08-01,North,Product A,48,399.79,19189.92
2022-08-01,East,Product C,77,475.34,36601.18
2022-08-01,Central,Product C,96,280.59,26936.64
2022-08-02,West,Product B,58,73.04,4236.32
2022-08-02,West,Product E,28,344.92,9657.76
2022-08-02,South,Product A,60,82.31,4938.6
2022-08-02,Central,Product B,50,238.3,11915.0
2022-08-02,East,Product A,47,163.59,7688.73
2022-08-03,East,Product A,18,60.58,1090.44
2022-08-03,South,Product E,93,329.91,30681.63
2022-08-03,West,Product D,96,395.16,37935.36
2022-08-03,Central,Product C,42,493.69,20734.98
2022-08-04,West,Product B,38,419.21,15929.98
2022-08-04,South,Product C,41,301.12,12345.92
2022-08-04,North,Product D,35,160.08,5602.8
2022-08-04,South,Product A,36,421.23,15164.28
2022-08-04,West,Product D,12,172.65,2071.8
2022-08-04,North,Product B,42,322.75,13555.5
2022-08-04,South,Product A,17,168.46,2863.82
2022-08-05,West,Product A,45,68.72,3092.4
2022-08-05,East,Product D,42,266.59,11196.78
2022-08-05,West,Product A,38,410.61,15603.18
2022-08-05,South,Product C,98,253.48,24841.04
2022-08-05,North,Product D,32,447.8,14329.6
2022-08-05,North,Product A,6,282.7,1696.2
2022-08-05,South,Product E,55,145.68,8012.4
2022-08-06,South,Product B,84,321.26,26985.84
2022-08-06,Central,Product B,77,60.04,4623.08
2022-08-06,East,Product C,18,390.45,7028.1
2022-08-06,Central,Product A,96,372.48,35758.08
2022-08-06,East,Product B,63,140.51,8852.13
2022-08-07,North,Product C,54,77.76,4199.04
2022-08-07,South,Product C,63,419.28,26414.64
2022-08-08,West,Product C,38,53.76,2042.88
2022-08-08,South,Product C,27,494.72,13357.44
2022-08-08,North,Product C,26,300.94,7824.44
2022-08-08,North,Product B,79,330.13,26080.27
2022-08-08,West,Product B,15,357.33,5359.95
2022-08-09,East,Product B,28,364.2,10197.6
2022-08-09,Central,Product E,22,61.24,1347.28
2022-08-09,East,Product A,98,268.36,26299.28
